Date,Origin,Destination,Transport Mode,Quantity,Commodity
2020-05-31,Warehouse A,Market 3,Air,61,General Commodities
2018-07-01,Warehouse A,Market 1,Air,226,General Commodities
2022-06-19,Warehouse C,Market 1,Truck,298,General Commodities
2017-10-15,Warehouse B,Market 2,Ship,202,General Commodities
2020-06-07,Warehouse A,Market 1,Truck,127,General Commodities
2021-02-21,Warehouse C,Market 2,Truck,19,General Commodities
2021-01-03,Warehouse A,Market 2,Truck,404,General Commodities
2022-05-08,Warehouse B,Market 1,Air,25,General Commodities
2021-12-05,Warehouse C,Market 2,Air,148,General Commodities
2020-09-06,Warehouse A,Market 3,Truck,494,General Commodities
2021-06-13,Warehouse B,Market 1,Air,77,General Commodities
2019-06-02,Warehouse B,Market 2,Rail,32,General Commodities
2020-01-26,Warehouse A,Market 2,Air,28,General Commodities
2017-09-10,Warehouse C,Market 1,Rail,353,General Commodities
2019-01-13,Warehouse A,Market 2,Truck,230,General Commodities
2021-10-31,Warehouse A,Market 3,Ship,297,General Commodities
2020-03-29,Warehouse A,Market 3,Truck,213,General Commodities
2017-12-10,Warehouse B,Market 3,Air,411,General Commodities
2017-06-25,Warehouse A,Market 3,Rail,365,General Commodities
2021-08-08,Warehouse B,Market 2,Air,298,General Commodities
2017-10-08,Warehouse A,Market 3,Air,143,General Commodities
2017-01-08,Warehouse C,Market 3,Rail,13,General Commodities
2018-03-04,Warehouse C,Market 2,Ship,158,General Commodities
2017-08-06,Warehouse C,Market 1,Ship,36,General Commodities
2019-05-26,Warehouse A,Market 1,Ship,394,General Commodities
2018-09-30,Warehouse A,Market 3,Rail,269,General Commodities
2020-09-27,Warehouse A,Market 1,Ship,142,General Commodities
2017-05-07,Warehouse A,Market 3,Air,289,General Commodities
2018-02-25,Warehouse B,Market 2,Air,334,General Commodities
2017-06-25,Warehouse B,Market 1,Air,193,General Commodities
2022-12-25,Warehouse A,Market 1,Air,234,General Commodities
2020-02-09,Warehouse A,Market 1,Ship,185,General Commodities
2022-08-28,Warehouse B,Market 1,Ship,421,General Commodities
2017-04-09,Warehouse B,Market 2,Truck,470,General Commodities
2018-05-20,Warehouse B,Market 1,Rail,208,General Commodities
2021-08-22,Warehouse B,Market 2,Air,110,General Commodities
2017-11-05,Warehouse C,Market 3,Rail,460,General Commodities
2021-02-14,Warehouse A,Market 2,Air,206,General Commodities
2020-08-23,Warehouse B,Market 2,Ship,171,General Commodities
2020-08-23,Warehouse C,Market 3,Air,218,General Commodities
2017-07-23,Warehouse A,Market 1,Rail,445,General Commodities
2020-03-29,Warehouse A,Market 1,Truck,318,General Commodities
2021-03-14,Warehouse B,Market 1,Air,434,General Commodities
2022-03-20,Warehouse A,Market 3,Rail,169,General Commodities
2018-09-09,Warehouse C,Market 3,Truck,44,General Commodities
2020-05-17,Warehouse C,Market 3,Rail,30,General Commodities
2021-10-17,Warehouse A,Market 2,Rail,384,General Commodities
2019-03-31,Warehouse A,Market 3,Truck,275,General Commodities
2018-08-12,Warehouse C,Market 3,Air,56,General Commodities
2018-03-25,Warehouse A,Market 2,Rail,201,General Commodities
2017-12-17,Warehouse B,Market 3,Air,11,General Commodities
2020-08-30,Warehouse C,Market 1,Truck,357,General Commodities
2017-07-16,Warehouse C,Market 1,Truck,347,General Commodities
2021-10-17,Warehouse B,Market 2,Rail,320,General Commodities
2018-01-14,Warehouse C,Market 3,Truck,259,General Commodities
2019-06-16,Warehouse B,Market 3,Rail,141,General Commodities
2017-02-12,Warehouse A,Market 2,Ship,463,General Commodities
2022-11-06,Warehouse C,Market 2,Air,38,General Commodities
2017-06-04,Warehouse B,Market 3,Rail,190,General Commodities
2017-03-05,Warehouse C,Market 3,Air,373,General Commodities
2020-04-19,Warehouse A,Market 3,Truck,146,General Commodities
2022-12-04,Warehouse B,Market 3,Air,403,General Commodities
2018-10-14,Warehouse A,Market 2,Truck,30,General Commodities
2020-04-19,Warehouse C,Market 3,Rail,189,General Commodities
2019-12-29,Warehouse A,Market 3,Truck,339,General Commodities
2022-05-15,Warehouse C,Market 1,Air,45,General Commodities
2019-01-13,Warehouse A,Market 3,Air,340,General Commodities
2020-08-09,Warehouse B,Market 2,Ship,170,General Commodities
2019-03-24,Warehouse C,Market 3,Rail,141,General Commodities
2022-05-08,Warehouse A,Market 3,Truck,426,General Commodities
2018-06-24,Warehouse B,Market 2,Rail,27,General Commodities
2022-04-10,Warehouse C,Market 3,Air,111,General Commodities
2020-03-08,Warehouse C,Market 3,Air,327,General Commodities
2022-01-23,Warehouse A,Market 1,Truck,157,General Commodities
2022-01-23,Warehouse A,Market 1,Ship,249,General Commodities
2022-09-04,Warehouse C,Market 3,Truck,299,General Commodities
2019-11-03,Warehouse A,Market 2,Air,43,General Commodities
2021-10-03,Warehouse B,Market 2,Rail,343,General Commodities
2022-05-01,Warehouse A,Market 3,Rail,238,General Commodities
2019-03-03,Warehouse A,Market 2,Rail,422,General Commodities
2022-10-16,Warehouse A,Market 1,Air,480,General Commodities
2017-07-23,Warehouse A,Market 1,Rail,150,General Commodities
2020-03-15,Warehouse C,Market 3,Truck,347,General Commodities
2021-04-11,Warehouse B,Market 2,Ship,440,General Commodities
2020-09-06,Warehouse A,Market 1,Ship,459,General Commodities
2020-03-08,Warehouse C,Market 3,Air,394,General Commodities
2018-06-24,Warehouse A,Market 1,Ship,320,General Commodities
2017-02-12,Warehouse C,Market 3,Air,19,General Commodities
2019-03-24,Warehouse B,Market 3,Air,26,General Commodities
2018-05-06,Warehouse C,Market 2,Ship,14,General Commodities
2018-02-25,Warehouse C,Market 1,Truck,251,General Commodities
2021-05-23,Warehouse A,Market 3,Air,427,General Commodities
2017-02-26,Warehouse B,Market 2,Truck,51,General Commodities
2021-12-12,Warehouse C,Market 2,Rail,163,General Commodities
2021-12-26,Warehouse A,Market 2,Rail,333,General Commodities
2017-09-17,Warehouse A,Market 1,Truck,393,General Commodities
2019-03-17,Warehouse B,Market 1,Truck,482,General Commodities
2019-02-03,Warehouse B,Market 2,Air,454,General Commodities
2017-01-29,Warehouse A,Market 3,Ship,306,General Commodities
2017-01-08,Warehouse B,Market 1,Air,416,General Commodities
2021-11-14,Warehouse A,Market 2,Rail,72,General Commodities
2019-08-18,Warehouse B,Market 3,Truck,455,General Commodities
2017-10-15,Warehouse C,Market 2,Ship,459,General Commodities
2021-01-24,Warehouse C,Market 2,Ship,305,General Commodities
2019-02-17,Warehouse A,Market 3,Ship,25,General Commodities
2018-10-14,Warehouse B,Market 2,Air,409,General Commodities
2017-10-08,Warehouse B,Market 1,Air,260,General Commodities
2019-07-07,Warehouse B,Market 1,Ship,355,General Commodities
2019-11-03,Warehouse C,Market 1,Truck,62,General Commodities
2019-08-25,Warehouse B,Market 2,Truck,442,General Commodities
2022-06-05,Warehouse C,Market 3,Air,251,General Commodities
2018-11-04,Warehouse C,Market 3,Ship,252,General Commodities
2017-07-16,Warehouse C,Market 2,Rail,151,General Commodities
2020-06-21,Warehouse C,Market 3,Rail,248,General Commodities
2020-10-04,Warehouse A,Market 1,Truck,159,General Commodities
2017-11-12,Warehouse C,Market 2,Truck,241,General Commodities
2020-08-30,Warehouse B,Market 2,Truck,220,General Commodities
2020-10-04,Warehouse C,Market 1,Rail,476,General Commodities
2017-09-17,Warehouse A,Market 3,Ship,428,General Commodities
2021-11-14,Warehouse A,Market 1,Ship,123,General Commodities
2017-06-04,Warehouse C,Market 2,Ship,77,General Commodities
2019-10-13,Warehouse A,Market 3,Rail,281,General Commodities
2019-05-05,Warehouse A,Market 1,Rail,214,General Commodities
2017-09-10,Warehouse C,Market 2,Ship,149,General Commodities
2020-09-20,Warehouse C,Market 3,Truck,122,General Commodities
2017-08-27,Warehouse C,Market 2,Air,499,General Commodities
2022-03-13,Warehouse A,Market 1,Ship,216,General Commodities
2021-08-15,Warehouse B,Market 2,Rail,280,General Commodities
2020-05-31,Warehouse A,Market 1,Ship,377,General Commodities
2018-06-24,Warehouse C,Market 2,Rail,312,General Commodities
2017-12-24,Warehouse A,Market 2,Truck,153,General Commodities
2020-05-03,Warehouse C,Market 3,Air,283,General Commodities
2022-01-30,Warehouse B,Market 1,Air,377,General Commodities
2020-06-14,Warehouse C,Market 2,Rail,121,General Commodities
2021-04-18,Warehouse B,Market 3,Air,373,General Commodities
2017-05-28,Warehouse B,Market 3,Ship,473,General Commodities
2021-09-05,Warehouse A,Market 3,Ship,351,General Commodities
2018-02-04,Warehouse C,Market 3,Rail,307,General Commodities
2017-06-04,Warehouse B,Market 2,Air,319,General Commodities
2022-07-31,Warehouse A,Market 1,Truck,115,General Commodities
2022-02-20,Warehouse C,Market 3,Rail,244,General Commodities
2017-11-26,Warehouse A,Market 3,Air,113,General Commodities
2020-12-27,Warehouse B,Market 3,Truck,135,General Commodities
2021-02-28,Warehouse C,Market 2,Truck,99,General Commodities
2018-08-19,Warehouse C,Market 1,Ship,147,General Commodities
2021-12-19,Warehouse C,Market 2,Ship,279,General Commodities
2020-11-22,Warehouse A,Market 1,Air,191,General Commodities
2022-04-17,Warehouse B,Market 1,Ship,232,General Commodities
2020-09-20,Warehouse A,Market 2,Air,71,General Commodities
2018-01-21,Warehouse B,Market 2,Air,437,General Commodities
2022-03-13,Warehouse A,Market 3,Ship,341,General Commodities
2020-07-19,Warehouse A,Market 1,Truck,62,General Commodities
2018-06-10,Warehouse B,Market 1,Truck,339,General Commodities
2018-08-12,Warehouse A,Market 3,Truck,445,General Commodities
2022-11-27,Warehouse A,Market 2,Truck,468,General Commodities
2022-07-17,Warehouse C,Market 1,Ship,490,General Commodities
2022-02-13,Warehouse A,Market 2,Ship,497,General Commodities
2018-02-04,Warehouse B,Market 3,Truck,156,General Commodities
2021-04-25,Warehouse A,Market 3,Ship,216,General Commodities
2022-02-20,Warehouse A,Market 1,Rail,432,General Commodities
2018-08-12,Warehouse C,Market 1,Truck,375,General Commodities
2020-09-06,Warehouse A,Market 2,Truck,358,General Commodities
2019-01-06,Warehouse C,Market 1,Air,494,General Commodities
2018-06-10,Warehouse B,Market 2,Truck,309,General Commodities
2022-01-09,Warehouse A,Market 2,Rail,32,General Commodities
2018-06-17,Warehouse B,Market 3,Air,229,General Commodities
2018-02-25,Warehouse A,Market 2,Rail,134,General Commodities
2021-07-18,Warehouse B,Market 3,Air,236,General Commodities
2019-03-10,Warehouse A,Market 2,Truck,214,General Commodities
2018-06-03,Warehouse B,Market 2,Air,146,General Commodities
2017-04-23,Warehouse B,Market 1,Truck,401,General Commodities
2018-02-11,Warehouse C,Market 3,Rail,376,General Commodities
2018-09-16,Warehouse C,Market 2,Air,17,General Commodities
2021-08-22,Warehouse B,Market 3,Truck,349,General Commodities
2018-01-28,Warehouse B,Market 2,Ship,95,General Commodities
2017-12-17,Warehouse B,Market 2,Air,317,General Commodities
2020-08-16,Warehouse B,Market 1,Ship,69,General Commodities
2018-09-16,Warehouse A,Market 1,Air,292,General Commodities
2022-11-13,Warehouse B,Market 2,Ship,104,General Commodities
2022-08-21,Warehouse A,Market 3,Rail,65,General Commodities
2018-12-30,Warehouse B,Market 2,Air,151,General Commodities
2022-01-30,Warehouse A,Market 3,Ship,150,General Commodities
2022-02-13,Warehouse C,Market 2,Ship,56,General Commodities
2017-07-02,Warehouse B,Market 3,Rail,66,General Commodities
2020-08-09,Warehouse A,Market 3,Rail,315,General Commodities
2022-01-30,Warehouse B,Market 2,Air,466,General Commodities
2022-12-11,Warehouse A,Market 1,Ship,60,General Commodities
2018-05-13,Warehouse B,Market 1,Air,419,General Commodities
2019-11-17,Warehouse C,Market 1,Rail,250,General Commodities
2022-03-13,Warehouse C,Market 1,Truck,484,General Commodities
2017-07-02,Warehouse A,Market 2,Air,335,General Commodities
2020-04-19,Warehouse A,Market 3,Air,351,General Commodities
2020-08-30,Warehouse A,Market 1,Truck,192,General Commodities
2020-01-12,Warehouse C,Market 1,Rail,42,General Commodities
2018-01-14,Warehouse B,Market 2,Ship,254,General Commodities
2019-04-28,Warehouse B,Market 2,Truck,428,General Commodities
2017-07-30,Warehouse C,Market 1,Truck,353,General Commodities
2017-09-03,Warehouse B,Market 2,Air,342,General Commodities
2022-04-03,Warehouse C,Market 2,Rail,123,General Commodities
2019-06-16,Warehouse A,Market 1,Rail,136,General Commodities
2018-12-23,Warehouse C,Market 2,Ship,244,General Commodities
2020-04-05,Warehouse A,Market 1,Ship,271,General Commodities
2020-06-28,Warehouse C,Market 3,Ship,341,General Commodities
2020-12-20,Warehouse C,Market 3,Ship,318,General Commodities
2021-01-31,Warehouse A,Market 1,Ship,381,General Commodities
2019-03-31,Warehouse B,Market 1,Rail,273,General Commodities
2020-03-22,Warehouse A,Market 2,Ship,234,General Commodities
2018-03-25,Warehouse A,Market 3,Ship,263,General Commodities
2019-08-04,Warehouse B,Market 2,Truck,394,General Commodities
2018-06-17,Warehouse B,Market 1,Air,221,General Commodities
2018-07-22,Warehouse A,Market 3,Ship,358,General Commodities
2018-12-23,Warehouse A,Market 2,Air,455,General Commodities
2022-08-28,Warehouse B,Market 3,Truck,326,General Commodities
2017-01-08,Warehouse A,Market 1,Air,80,General Commodities
2020-11-01,Warehouse C,Market 3,Truck,409,General Commodities
2021-11-14,Warehouse A,Market 3,Air,87,General Commodities
2022-05-01,Warehouse C,Market 1,Air,491,General Commodities
2022-08-21,Warehouse C,Market 1,Air,132,General Commodities
2019-05-26,Warehouse B,Market 2,Rail,399,General Commodities
2021-04-04,Warehouse A,Market 1,Truck,481,General Commodities
2021-08-29,Warehouse B,Market 3,Rail,315,General Commodities
2020-12-27,Warehouse B,Market 3,Truck,231,General Commodities
2021-07-18,Warehouse B,Market 2,Ship,383,General Commodities
2019-10-13,Warehouse B,Market 1,Ship,320,General Commodities
2019-08-11,Warehouse A,Market 3,Air,439,General Commodities
2020-01-12,Warehouse C,Market 1,Truck,326,General Commodities
2021-06-27,Warehouse A,Market 1,Truck,54,General Commodities
2022-07-03,Warehouse A,Market 2,Ship,430,General Commodities
2021-09-05,Warehouse B,Market 3,Truck,434,General Commodities
2021-04-25,Warehouse B,Market 3,Air,34,General Commodities
2021-02-21,Warehouse A,Market 2,Rail,246,General Commodities
2020-08-16,Warehouse B,Market 1,Truck,129,General Commodities
2017-08-27,Warehouse A,Market 3,Truck,164,General Commodities
2018-05-27,Warehouse B,Market 3,Rail,195,General Commodities
2022-10-30,Warehouse B,Market 1,Ship,362,General Commodities
2022-01-16,Warehouse A,Market 2,Rail,415,General Commodities
2020-01-05,Warehouse C,Market 2,Ship,414,General Commodities
2022-04-03,Warehouse C,Market 2,Air,251,General Commodities
2022-01-16,Warehouse A,Market 3,Truck,245,General Commodities
2020-10-25,Warehouse C,Market 3,Air,277,General Commodities
2020-02-23,Warehouse B,Market 3,Air,253,General Commodities
2017-11-19,Warehouse A,Market 3,Air,307,General Commodities
2021-04-04,Warehouse C,Market 2,Ship,28,General Commodities
2019-02-03,Warehouse C,Market 2,Air,320,General Commodities
2022-02-06,Warehouse A,Market 3,Ship,416,General Commodities
2020-09-13,Warehouse C,Market 1,Truck,100,General Commodities
2017-08-06,Warehouse A,Market 1,Air,118,General Commodities
2022-09-25,Warehouse B,Market 3,Truck,138,General Commodities
2018-07-22,Warehouse A,Market 1,Truck,28,General Commodities
2022-12-04,Warehouse B,Market 3,Rail,83,General Commodities
2020-01-12,Warehouse A,Market 1,Truck,67,General Commodities
2017-08-06,Warehouse A,Market 2,Truck,312,General Commodities
2017-01-01,Warehouse C,Market 3,Air,398,General Commodities
2021-08-01,Warehouse A,Market 3,Ship,95,General Commodities
2017-01-15,Warehouse B,Market 1,Air,63,General Commodities
2019-02-03,Warehouse C,Market 3,Truck,242,General Commodities
2017-03-19,Warehouse B,Market 3,Rail,265,General Commodities
2018-12-02,Warehouse B,Market 2,Truck,143,General Commodities
2019-09-01,Warehouse C,Market 1,Ship,25,General Commodities
2020-12-13,Warehouse A,Market 2,Rail,406,General Commodities
2018-04-01,Warehouse B,Market 1,Ship,461,General Commodities
2021-05-16,Warehouse B,Market 1,Rail,100,General Commodities
2021-06-06,Warehouse A,Market 3,Truck,236,General Commodities
2022-12-18,Warehouse B,Market 2,Ship,72,General Commodities
2021-05-30,Warehouse C,Market 3,Air,218,General Commodities
2017-02-12,Warehouse B,Market 1,Ship,35,General Commodities
2021-06-13,Warehouse B,Market 2,Air,241,General Commodities
2018-12-30,Warehouse B,Market 2,Ship,429,General Commodities
2019-08-25,Warehouse A,Market 2,Ship,487,General Commodities
2021-12-19,Warehouse A,Market 1,Rail,294,General Commodities
2020-04-05,Warehouse A,Market 1,Ship,192,General Commodities
2022-07-03,Warehouse A,Market 1,Truck,393,General Commodities
2021-12-26,Warehouse B,Market 3,Truck,92,General Commodities
2019-01-20,Warehouse A,Market 3,Truck,338,General Commodities
2020-07-12,Warehouse A,Market 3,Ship,354,General Commodities
2020-03-01,Warehouse B,Market 3,Ship,113,General Commodities
2017-06-25,Warehouse B,Market 2,Rail,128,General Commodities
2021-04-25,Warehouse C,Market 1,Air,126,General Commodities
2020-03-08,Warehouse C,Market 3,Air,475,General Commodities
2022-05-15,Warehouse A,Market 2,Truck,284,General Commodities
2019-01-13,Warehouse A,Market 3,Air,33,General Commodities
2017-10-08,Warehouse C,Market 2,Ship,73,General Commodities
2018-07-29,Warehouse C,Market 1,Air,468,General Commodities
2018-01-28,Warehouse A,Market 1,Truck,330,General Commodities
2017-10-22,Warehouse C,Market 1,Ship,149,General Commodities
2017-07-30,Warehouse A,Market 1,Truck,442,General Commodities
2018-07-01,Warehouse B,Market 2,Truck,198,General Commodities
2017-01-01,Warehouse C,Market 2,Truck,363,General Commodities
